Time,Query,ClientIP,Count,Suspicious
2026-03-15T12:33:23.734581,legit6.com,192.168.46.124,13,False
2026-03-15T08:33:23.734581,x123.randomdomain.ru,192.168.31.73,7,True
2026-03-15T00:33:23.734581,legit9.com,192.168.40.242,5,False
2026-03-17T04:33:23.734581,evil.com.ru,192.168.30.82,18,True
2026-03-16T02:33:23.734581,legit41.com,192.168.10.45,1,False
2026-03-10T10:33:23.734581,x123.randomdomain.ru,192.168.18.201,21,True
2026-03-12T00:33:23.734581,legit25.com,192.168.31.7,1,False
2026-03-15T17:33:23.734581,c2server.net,192.168.21.109,20,True
2026-03-16T08:33:23.734581,legit32.com,192.168.14.51,14,False
2026-03-13T05:33:23.734581,suspicious1.com,192.168.42.102,6,True
2026-03-11T07:33:23.734581,legit21.com,192.168.10.210,14,False
2026-03-15T15:33:23.734581,phish-site.cc,192.168.49.15,22,True
2026-03-14T14:33:23.734581,legit35.com,192.168.19.50,5,False
2026-03-16T16:33:23.734581,tmp.ddns.net,192.168.23.253,2,True
2026-03-15T01:33:23.734581,legit35.com,192.168.47.124,9,False
2026-03-12T08:33:23.734581,malware1.ru,192.168.17.204,15,True
2026-03-13T07:33:23.734581,legit38.com,192.168.34.232,12,False
2026-03-16T09:33:23.734581,botnet2.xyz,192.168.40.82,22,True
2026-03-13T16:33:23.734581,legit45.com,192.168.10.8,7,False
2026-03-16T12:33:23.734581,phish-site.cc,192.168.10.170,18,True
2026-03-13T11:33:23.734581,legit24.com,192.168.36.162,18,False
2026-03-12T18:33:23.734581,botnet2.xyz,192.168.17.64,7,True
2026-03-16T14:33:23.734581,legit7.com,192.168.16.56,15,False
2026-03-16T09:33:23.734581,phish-site.cc,192.168.27.47,20,True
2026-03-15T09:33:23.734581,legit20.com,192.168.20.93,8,False
2026-03-14T22:33:23.734581,c2server.net,192.168.26.239,2,True
2026-03-17T02:33:23.734581,legit19.com,192.168.42.24,18,False
2026-03-14T11:33:23.734581,botnet2.xyz,192.168.40.222,11,True
2026-03-12T07:33:23.734581,legit16.com,192.168.35.203,3,False
2026-03-16T12:33:23.734581,evil.com.ru,192.168.22.110,2,True
2026-03-11T22:33:23.734581,legit3.com,192.168.23.234,6,False
2026-03-11T13:33:23.734581,evil.com.ru,192.168.16.238,13,True
2026-03-13T13:33:23.734581,legit22.com,192.168.38.227,19,False
2026-03-12T04:33:23.734581,botnet2.xyz,192.168.36.226,3,True
2026-03-16T19:33:23.734581,legit22.com,192.168.21.37,6,False
2026-03-14T12:33:23.734581,dynamic-dns.org,192.168.43.240,9,True
2026-03-14T14:33:23.734581,legit24.com,192.168.29.226,24,False
2026-03-17T07:33:23.734581,tmp.ddns.net,192.168.27.144,11,True
2026-03-10T10:33:23.734581,legit29.com,192.168.30.118,16,False
2026-03-14T14:33:23.734581,suspicious1.com,192.168.41.11,25,True
2026-03-10T10:33:23.734581,legit36.com,192.168.44.91,25,False
2026-03-13T07:33:23.734581,botnet2.xyz,192.168.18.116,8,True
2026-03-10T23:33:23.734581,legit1.com,192.168.27.113,10,False
2026-03-16T04:33:23.734581,dynamic-dns.org,192.168.32.17,14,True
2026-03-11T14:33:23.734581,legit38.com,192.168.24.243,15,False
2026-03-16T20:33:23.734581,dynamic-dns.org,192.168.39.31,16,True
2026-03-17T01:33:23.734581,legit28.com,192.168.19.123,5,False
2026-03-16T04:33:23.734581,phish-site.cc,192.168.23.126,4,True
2026-03-14T19:33:23.734581,legit8.com,192.168.44.97,15,False
2026-03-11T17:33:23.734581,phish-site.cc,192.168.15.173,25,True
2026-03-11T10:33:23.734581,legit34.com,192.168.43.199,12,False
2026-03-16T17:33:23.734581,botnet2.xyz,192.168.20.51,15,True
2026-03-12T18:33:23.734581,legit45.com,192.168.39.15,20,False
2026-03-11T23:33:23.734581,x123.randomdomain.ru,192.168.18.218,18,True
2026-03-15T01:33:23.734581,legit2.com,192.168.48.141,15,False
2026-03-15T04:33:23.734581,tmp.ddns.net,192.168.14.151,1,True
2026-03-15T15:33:23.734581,legit14.com,192.168.18.30,9,False
2026-03-13T15:33:23.734581,suspicious1.com,192.168.32.101,18,True
2026-03-12T20:33:23.734581,legit38.com,192.168.13.218,3,False
2026-03-11T07:33:23.734581,dynamic-dns.org,192.168.46.20,18,True
2026-03-12T11:33:23.734581,legit41.com,192.168.40.65,23,False
2026-03-11T01:33:23.734581,tmp.ddns.net,192.168.11.248,16,True
2026-03-12T00:33:23.734581,legit6.com,192.168.48.67,16,False
2026-03-15T05:33:23.734581,botnet2.xyz,192.168.24.34,19,True
2026-03-11T09:33:23.734581,legit43.com,192.168.49.64,7,False
2026-03-10T20:33:23.734581,malware1.ru,192.168.17.99,17,True
2026-03-14T23:33:23.734581,legit38.com,192.168.20.46,18,False
2026-03-16T22:33:23.734581,malware1.ru,192.168.20.138,5,True
2026-03-14T23:33:23.734581,legit11.com,192.168.22.112,7,False
2026-03-16T08:33:23.734581,evil.com.ru,192.168.17.158,17,True
2026-03-14T08:33:23.734581,legit29.com,192.168.33.39,10,False
2026-03-13T17:33:23.734581,malware1.ru,192.168.47.237,17,True
2026-03-13T04:33:23.734581,legit36.com,192.168.43.168,18,False
2026-03-17T02:33:23.734581,c2server.net,192.168.48.230,9,True
2026-03-16T20:33:23.734581,legit47.com,192.168.43.135,4,False
2026-03-13T03:33:23.734581,botnet2.xyz,192.168.43.184,3,True
2026-03-10T19:33:23.734581,legit17.com,192.168.17.230,9,False
2026-03-13T12:33:23.734581,c2server.net,192.168.21.238,1,True
2026-03-11T17:33:23.734581,legit12.com,192.168.21.252,21,False
2026-03-11T19:33:23.734581,phish-site.cc,192.168.14.62,22,True
2026-03-11T13:33:23.734581,legit3.com,192.168.35.186,11,False
2026-03-14T02:33:23.734581,dynamic-dns.org,192.168.25.155,20,True
2026-03-12T20:33:23.734581,legit9.com,192.168.32.173,9,False
2026-03-11T15:33:23.734581,c2server.net,192.168.10.121,22,True
2026-03-13T17:33:23.734581,legit10.com,192.168.15.239,20,False
2026-03-13T12:33:23.734581,c2server.net,192.168.16.221,19,True
2026-03-14T05:33:23.734581,legit6.com,192.168.12.142,8,False
2026-03-15T15:33:23.734581,dynamic-dns.org,192.168.29.80,7,True
2026-03-11T10:33:23.734581,legit39.com,192.168.47.72,8,False
2026-03-16T00:33:23.734581,evil.com.ru,192.168.45.130,21,True
2026-03-11T21:33:23.734581,legit38.com,192.168.14.195,15,False
2026-03-16T08:33:23.734581,phish-site.cc,192.168.15.179,18,True
2026-03-13T16:33:23.734581,legit30.com,192.168.47.170,13,False
2026-03-13T06:33:23.734581,botnet2.xyz,192.168.20.104,18,True
2026-03-12T09:33:23.734581,legit19.com,192.168.42.133,21,False
2026-03-12T23:33:23.734581,x123.randomdomain.ru,192.168.17.251,3,True
2026-03-16T00:33:23.734581,legit38.com,192.168.45.147,10,False
2026-03-17T07:33:23.734581,suspicious1.com,192.168.10.95,15,True
2026-03-15T18:33:23.734581,legit26.com,192.168.32.90,19,False
2026-03-13T03:33:23.734581,c2server.net,192.168.39.151,4,True
2026-03-16T22:33:23.734581,legit29.com,192.168.35.255,8,False
2026-03-10T21:33:23.734581,x123.randomdomain.ru,192.168.42.224,6,True
2026-03-13T21:33:23.734581,legit20.com,192.168.33.153,15,False
2026-03-17T08:33:23.734581,dynamic-dns.org,192.168.48.157,12,True
2026-03-13T04:33:23.734581,legit20.com,192.168.38.247,4,False
2026-03-11T11:33:23.734581,phish-site.cc,192.168.47.17,4,True
2026-03-15T21:33:23.734581,legit49.com,192.168.20.93,6,False
2026-03-10T19:33:23.734581,botnet2.xyz,192.168.25.120,18,True
2026-03-12T05:33:23.734581,legit47.com,192.168.17.206,25,False
2026-03-11T18:33:23.734581,c2server.net,192.168.38.249,25,True
2026-03-14T06:33:23.734581,legit17.com,192.168.17.39,18,False
2026-03-15T12:33:23.734581,x123.randomdomain.ru,192.168.13.199,14,True
2026-03-12T09:33:23.734581,legit22.com,192.168.47.193,14,False
2026-03-13T13:33:23.734581,x123.randomdomain.ru,192.168.18.78,20,True
2026-03-14T16:33:23.734581,legit11.com,192.168.29.22,4,False
2026-03-17T03:33:23.734581,botnet2.xyz,192.168.44.143,14,True
2026-03-14T22:33:23.734581,legit30.com,192.168.10.40,21,False
2026-03-11T05:33:23.734581,botnet2.xyz,192.168.16.54,20,True
2026-03-13T15:33:23.734581,legit23.com,192.168.40.38,19,False
2026-03-12T14:33:23.734581,tmp.ddns.net,192.168.16.239,16,True
2026-03-14T22:33:23.734581,legit21.com,192.168.19.208,1,False
2026-03-13T03:33:23.734581,c2server.net,192.168.45.12,4,True
2026-03-16T20:33:23.734581,legit36.com,192.168.15.25,3,False
2026-03-14T03:33:23.734581,tmp.ddns.net,192.168.23.204,2,True
2026-03-15T00:33:23.734581,legit41.com,192.168.11.121,23,False
2026-03-11T02:33:23.734581,dynamic-dns.org,192.168.28.44,14,True
2026-03-14T17:33:23.734581,legit2.com,192.168.40.67,16,False
2026-03-14T21:33:23.734581,tmp.ddns.net,192.168.48.60,7,True
2026-03-16T19:33:23.734581,legit32.com,192.168.34.70,15,False
2026-03-12T17:33:23.734581,dynamic-dns.org,192.168.27.32,8,True
2026-03-11T02:33:23.734581,legit28.com,192.168.25.13,9,False
2026-03-16T01:33:23.734581,x123.randomdomain.ru,192.168.12.35,4,True
2026-03-16T05:33:23.734581,legit4.com,192.168.19.73,19,False
2026-03-14T06:33:23.734581,tmp.ddns.net,192.168.37.188,13,True
2026-03-16T02:33:23.734581,legit34.com,192.168.12.220,19,False
2026-03-16T16:33:23.734581,botnet2.xyz,192.168.46.132,17,True
2026-03-11T05:33:23.734581,legit16.com,192.168.13.155,9,False
2026-03-14T21:33:23.734581,phish-site.cc,192.168.34.12,9,True
2026-03-16T03:33:23.734581,legit9.com,192.168.37.221,23,False
2026-03-17T08:33:23.734581,botnet2.xyz,192.168.31.170,11,True
2026-03-11T22:33:23.734581,legit43.com,192.168.44.28,9,False
2026-03-11T01:33:23.734581,phish-site.cc,192.168.19.146,22,True
2026-03-17T03:33:23.734581,legit3.com,192.168.34.125,10,False
2026-03-14T11:33:23.734581,evil.com.ru,192.168.44.80,12,True
2026-03-12T22:33:23.734581,legit34.com,192.168.24.87,4,False
2026-03-15T12:33:23.734581,dynamic-dns.org,192.168.13.28,19,True
2026-03-17T03:33:23.734581,legit49.com,192.168.12.126,10,False
2026-03-10T22:33:23.734581,suspicious1.com,192.168.17.226,13,True
2026-03-11T13:33:23.734581,legit48.com,192.168.50.164,13,False
2026-03-15T09:33:23.734581,botnet2.xyz,192.168.25.167,8,True
2026-03-10T19:33:23.734581,legit32.com,192.168.24.53,17,False
2026-03-15T23:33:23.734581,phish-site.cc,192.168.39.81,25,True
2026-03-12T02:33:23.734581,legit6.com,192.168.20.238,1,False
2026-03-11T16:33:23.734581,suspicious1.com,192.168.14.99,8,True
2026-03-13T16:33:23.734581,legit20.com,192.168.45.101,12,False
2026-03-12T12:33:23.734581,dynamic-dns.org,192.168.37.49,18,True
2026-03-17T06:33:23.734581,legit17.com,192.168.43.7,20,False
2026-03-11T22:33:23.734581,c2server.net,192.168.12.3,8,True
2026-03-11T06:33:23.734581,legit10.com,192.168.26.29,9,False
2026-03-14T21:33:23.734581,tmp.ddns.net,192.168.17.79,24,True
2026-03-14T07:33:23.734581,legit41.com,192.168.49.73,13,False
2026-03-10T19:33:23.734581,dynamic-dns.org,192.168.41.76,25,True
2026-03-10T11:33:23.734581,legit31.com,192.168.50.148,11,False
2026-03-16T05:33:23.734581,phish-site.cc,192.168.37.198,2,True
2026-03-10T11:33:23.734581,legit31.com,192.168.49.173,25,False
2026-03-16T09:33:23.734581,botnet2.xyz,192.168.10.203,22,True
2026-03-13T11:33:23.734581,legit7.com,192.168.11.132,8,False
2026-03-16T09:33:23.734581,malware1.ru,192.168.41.193,5,True
2026-03-13T16:33:23.734581,legit31.com,192.168.19.90,7,False
2026-03-16T21:33:23.734581,malware1.ru,192.168.35.172,4,True
2026-03-16T22:33:23.734581,legit30.com,192.168.39.208,3,False
2026-03-10T10:33:23.734581,suspicious1.com,192.168.13.21,19,True
2026-03-11T21:33:23.734581,legit3.com,192.168.45.191,23,False
2026-03-14T11:33:23.734581,dynamic-dns.org,192.168.42.187,17,True
2026-03-14T16:33:23.734581,legit11.com,192.168.37.226,16,False
2026-03-11T05:33:23.734581,x123.randomdomain.ru,192.168.35.93,20,True
2026-03-12T10:33:23.734581,legit39.com,192.168.40.154,21,False
2026-03-13T15:33:23.734581,tmp.ddns.net,192.168.21.223,25,True
2026-03-15T19:33:23.734581,legit42.com,192.168.44.35,16,False
2026-03-14T15:33:23.734581,dynamic-dns.org,192.168.21.96,23,True
2026-03-17T07:33:23.734581,legit40.com,192.168.50.60,16,False
2026-03-12T19:33:23.734581,evil.com.ru,192.168.20.97,16,True
2026-03-10T22:33:23.734581,legit3.com,192.168.31.154,10,False
2026-03-11T11:33:23.734581,suspicious1.com,192.168.43.70,21,True
2026-03-10T15:33:23.734581,legit36.com,192.168.26.195,17,False
2026-03-12T13:33:23.734581,c2server.net,192.168.20.18,21,True
2026-03-11T09:33:23.734581,legit47.com,192.168.14.62,15,False
2026-03-10T14:33:23.734581,phish-site.cc,192.168.39.7,22,True
2026-03-13T21:33:23.734581,legit18.com,192.168.33.128,11,False
2026-03-16T20:33:23.734581,tmp.ddns.net,192.168.28.229,7,True
2026-03-11T00:33:23.734581,legit38.com,192.168.23.144,12,False
2026-03-15T14:33:23.734581,x123.randomdomain.ru,192.168.14.222,13,True
2026-03-16T21:33:23.734581,legit15.com,192.168.30.218,23,False
2026-03-10T19:33:23.734581,botnet2.xyz,192.168.32.18,23,True
2026-03-12T18:33:23.734581,legit10.com,192.168.23.175,25,False
2026-03-12T08:33:23.734581,c2server.net,192.168.29.240,11,True
2026-03-16T09:33:23.734581,legit20.com,192.168.36.169,10,False
2026-03-16T10:33:23.734581,x123.randomdomain.ru,192.168.36.186,11,True
2026-03-10T15:33:23.734581,legit1.com,192.168.25.152,13,False
2026-03-14T21:33:23.734581,dynamic-dns.org,192.168.38.203,25,True
2026-03-15T08:33:23.734581,legit22.com,192.168.17.154,4,False
2026-03-13T14:33:23.734581,phish-site.cc,192.168.30.76,8,True
2026-03-14T20:33:23.734581,legit15.com,192.168.27.236,16,False
2026-03-11T12:33:23.734581,phish-site.cc,192.168.40.161,18,True
2026-03-16T14:33:23.734581,legit11.com,192.168.26.60,7,False
2026-03-11T11:33:23.734581,malware1.ru,192.168.34.138,10,True
2026-03-11T12:33:23.734581,legit17.com,192.168.27.71,3,False
2026-03-10T22:33:23.734581,phish-site.cc,192.168.48.243,8,True
2026-03-10T22:33:23.734581,legit48.com,192.168.49.61,9,False
2026-03-11T11:33:23.734581,dynamic-dns.org,192.168.20.178,10,True
2026-03-14T00:33:23.734581,legit16.com,192.168.28.36,25,False
2026-03-13T03:33:23.734581,c2server.net,192.168.36.153,18,True
2026-03-16T06:33:23.734581,legit23.com,192.168.39.142,17,False
2026-03-17T04:33:23.734581,tmp.ddns.net,192.168.12.64,10,True
2026-03-15T02:33:23.734581,legit29.com,192.168.35.59,20,False
2026-03-15T22:33:23.734581,x123.randomdomain.ru,192.168.35.202,8,True
2026-03-15T22:33:23.734581,legit35.com,192.168.27.254,1,False
2026-03-16T08:33:23.734581,botnet2.xyz,192.168.40.189,8,True
2026-03-15T06:33:23.734581,legit26.com,192.168.25.206,23,False
2026-03-12T23:33:23.734581,malware1.ru,192.168.25.210,20,True
2026-03-12T17:33:23.734581,legit14.com,192.168.32.250,7,False
2026-03-11T05:33:23.734581,malware1.ru,192.168.50.1,7,True
2026-03-15T03:33:23.734581,legit48.com,192.168.10.32,7,False
2026-03-15T22:33:23.734581,evil.com.ru,192.168.49.16,5,True
2026-03-16T14:33:23.734581,legit25.com,192.168.22.63,24,False
2026-03-10T18:33:23.734581,c2server.net,192.168.38.105,21,True
2026-03-13T19:33:23.734581,legit50.com,192.168.18.245,25,False
2026-03-10T13:33:23.734581,suspicious1.com,192.168.13.152,18,True
2026-03-10T18:33:23.734581,legit45.com,192.168.23.48,3,False
2026-03-11T12:33:23.734581,malware1.ru,192.168.32.83,8,True
2026-03-12T21:33:23.734581,legit20.com,192.168.43.9,5,False
2026-03-12T22:33:23.734581,evil.com.ru,192.168.36.115,21,True
2026-03-10T10:33:23.734581,legit16.com,192.168.30.53,25,False
2026-03-15T15:33:23.734581,dynamic-dns.org,192.168.28.183,14,True
2026-03-14T11:33:23.734581,legit7.com,192.168.41.55,4,False
2026-03-15T12:33:23.734581,malware1.ru,192.168.29.59,8,True
2026-03-16T02:33:23.734581,legit50.com,192.168.10.141,9,False
2026-03-15T16:33:23.734581,phish-site.cc,192.168.13.22,18,True
2026-03-16T16:33:23.734581,legit41.com,192.168.25.154,11,False
2026-03-11T00:33:23.734581,suspicious1.com,192.168.47.59,24,True
2026-03-10T11:33:23.734581,legit28.com,192.168.31.161,13,False
2026-03-14T03:33:23.734581,evil.com.ru,192.168.14.216,16,True
2026-03-13T20:33:23.734581,legit31.com,192.168.39.192,2,False
2026-03-15T19:33:23.734581,phish-site.cc,192.168.35.161,9,True
2026-03-15T19:33:23.734581,legit28.com,192.168.49.46,3,False
2026-03-10T18:33:23.734581,botnet2.xyz,192.168.17.79,1,True
2026-03-13T06:33:23.734581,legit39.com,192.168.44.212,1,False
2026-03-11T09:33:23.734581,c2server.net,192.168.45.110,12,True
2026-03-16T10:33:23.734581,legit33.com,192.168.41.185,9,False
2026-03-10T15:33:23.734581,phish-site.cc,192.168.32.54,9,True
2026-03-11T09:33:23.734581,legit41.com,192.168.14.115,16,False
2026-03-10T21:33:23.734581,evil.com.ru,192.168.34.75,22,True
2026-03-14T12:33:23.734581,legit6.com,192.168.45.156,2,False
2026-03-16T20:33:23.734581,malware1.ru,192.168.10.149,19,True
2026-03-11T17:33:23.734581,legit5.com,192.168.22.158,14,False
2026-03-13T20:33:23.734581,malware1.ru,192.168.19.213,22,True
2026-03-14T14:33:23.734581,legit15.com,192.168.34.24,8,False
2026-03-16T07:33:23.734581,x123.randomdomain.ru,192.168.41.75,9,True
2026-03-10T10:33:23.734581,legit47.com,192.168.15.26,25,False
2026-03-12T16:33:23.734581,suspicious1.com,192.168.18.97,9,True
2026-03-10T17:33:23.734581,legit13.com,192.168.10.156,3,False
2026-03-10T11:33:23.734581,evil.com.ru,192.168.28.95,1,True
2026-03-12T05:33:23.734581,legit7.com,192.168.46.31,2,False
2026-03-15T00:33:23.734581,phish-site.cc,192.168.50.235,3,True
2026-03-15T13:33:23.734581,legit42.com,192.168.49.203,11,False
2026-03-12T01:33:23.734581,phish-site.cc,192.168.23.68,23,True
2026-03-15T02:33:23.734581,legit18.com,192.168.13.180,18,False
2026-03-13T10:33:23.734581,evil.com.ru,192.168.45.123,3,True
2026-03-12T20:33:23.734581,legit40.com,192.168.30.158,11,False
2026-03-15T14:33:23.734581,x123.randomdomain.ru,192.168.44.194,5,True
2026-03-14T06:33:23.734581,legit16.com,192.168.22.165,11,False
2026-03-11T14:33:23.734581,x123.randomdomain.ru,192.168.40.194,14,True
2026-03-14T11:33:23.734581,legit49.com,192.168.17.40,14,False
2026-03-15T09:33:23.734581,evil.com.ru,192.168.45.145,23,True
2026-03-15T01:33:23.734581,legit14.com,192.168.22.199,13,False
2026-03-13T10:33:23.734581,malware1.ru,192.168.42.166,11,True
2026-03-12T12:33:23.734581,legit41.com,192.168.40.155,20,False
2026-03-11T09:33:23.734581,dynamic-dns.org,192.168.46.84,19,True
2026-03-17T00:33:23.734581,legit21.com,192.168.34.154,15,False
2026-03-11T09:33:23.734581,x123.randomdomain.ru,192.168.40.89,2,True
2026-03-15T02:33:23.734581,legit9.com,192.168.17.84,17,False
2026-03-12T08:33:23.734581,malware1.ru,192.168.48.43,23,True
2026-03-17T07:33:23.734581,legit36.com,192.168.17.229,23,False
2026-03-12T11:33:23.734581,tmp.ddns.net,192.168.39.30,25,True
2026-03-16T10:33:23.734581,legit3.com,192.168.16.66,8,False
2026-03-14T04:33:23.734581,dynamic-dns.org,192.168.24.112,9,True
2026-03-13T13:33:23.734581,legit11.com,192.168.17.231,7,False
2026-03-16T09:33:23.734581,suspicious1.com,192.168.34.116,8,True
2026-03-13T20:33:23.734581,legit40.com,192.168.25.74,24,False
2026-03-10T14:33:23.734581,c2server.net,192.168.28.117,4,True
2026-03-11T01:33:23.734581,legit16.com,192.168.43.35,24,False
2026-03-16T00:33:23.734581,x123.randomdomain.ru,192.168.32.92,8,True
2026-03-11T18:33:23.734581,legit31.com,192.168.39.56,12,False
2026-03-13T15:33:23.734581,tmp.ddns.net,192.168.23.233,3,True
2026-03-14T02:33:23.734581,legit41.com,192.168.19.121,13,False
2026-03-11T16:33:23.734581,c2server.net,192.168.21.9,5,True
2026-03-17T04:33:23.734581,legit34.com,192.168.30.139,9,False
2026-03-15T16:33:23.734581,x123.randomdomain.ru,192.168.22.55,7,True
2026-03-12T05:33:23.734581,legit11.com,192.168.40.161,3,False
2026-03-16T22:33:23.734581,dynamic-dns.org,192.168.24.213,18,True
2026-03-14T12:33:23.734581,legit2.com,192.168.29.191,9,False
2026-03-13T17:33:23.734581,botnet2.xyz,192.168.36.216,5,True
2026-03-10T15:33:23.734581,legit35.com,192.168.34.148,18,False
2026-03-12T18:33:23.734581,botnet2.xyz,192.168.26.56,7,True
2026-03-17T08:33:23.734581,legit4.com,192.168.15.72,19,False
2026-03-14T23:33:23.734581,botnet2.xyz,192.168.44.140,24,True
2026-03-17T00:33:23.734581,legit27.com,192.168.38.199,10,False
2026-03-10T18:33:23.734581,dynamic-dns.org,192.168.21.60,4,True
2026-03-11T10:33:23.734581,legit31.com,192.168.50.88,23,False
2026-03-12T07:33:23.734581,phish-site.cc,192.168.39.37,5,True
2026-03-11T09:33:23.734581,legit40.com,192.168.24.22,6,False
2026-03-14T07:33:23.734581,suspicious1.com,192.168.45.240,16,True
2026-03-14T08:33:23.734581,legit18.com,192.168.33.107,9,False
2026-03-10T17:33:23.734581,tmp.ddns.net,192.168.17.193,13,True
2026-03-11T09:33:23.734581,legit22.com,192.168.21.188,11,False
2026-03-15T15:33:23.734581,c2server.net,192.168.21.235,2,True
2026-03-12T14:33:23.734581,legit7.com,192.168.38.207,6,False
2026-03-15T03:33:23.734581,botnet2.xyz,192.168.18.37,2,True
2026-03-17T08:33:23.734581,legit20.com,192.168.48.177,14,False
2026-03-16T01:33:23.734581,tmp.ddns.net,192.168.19.42,9,True
2026-03-10T23:33:23.734581,legit42.com,192.168.14.156,23,False
2026-03-11T17:33:23.734581,dynamic-dns.org,192.168.40.165,24,True
2026-03-10T19:33:23.734581,legit17.com,192.168.42.185,6,False
2026-03-15T04:33:23.734581,phish-site.cc,192.168.27.60,4,True
2026-03-11T09:33:23.734581,legit9.com,192.168.27.228,5,False
2026-03-10T12:33:23.734581,tmp.ddns.net,192.168.47.229,4,True
2026-03-10T10:33:23.734581,legit16.com,192.168.30.55,4,False
2026-03-11T17:33:23.734581,evil.com.ru,192.168.39.226,14,True
2026-03-11T06:33:23.734581,legit23.com,192.168.25.230,21,False
2026-03-11T08:33:23.734581,tmp.ddns.net,192.168.46.98,9,True
2026-03-16T01:33:23.734581,legit26.com,192.168.14.109,15,False
2026-03-16T21:33:23.734581,evil.com.ru,192.168.33.152,14,True
2026-03-15T11:33:23.734581,legit4.com,192.168.46.19,8,False
2026-03-16T15:33:23.734581,botnet2.xyz,192.168.33.51,17,True
2026-03-17T01:33:23.734581,legit25.com,192.168.48.255,12,False
2026-03-11T23:33:23.734581,x123.randomdomain.ru,192.168.24.93,2,True
2026-03-12T10:33:23.734581,legit36.com,192.168.11.41,10,False
2026-03-12T18:33:23.734581,dynamic-dns.org,192.168.32.217,13,True
2026-03-11T15:33:23.734581,legit16.com,192.168.34.80,8,False
2026-03-13T11:33:23.734581,evil.com.ru,192.168.27.109,18,True
2026-03-10T22:33:23.734581,legit2.com,192.168.23.160,12,False
2026-03-11T04:33:23.734581,c2server.net,192.168.44.156,18,True
2026-03-11T19:33:23.734581,legit22.com,192.168.33.14,18,False
2026-03-16T12:33:23.734581,evil.com.ru,192.168.41.217,22,True
2026-03-12T02:33:23.734581,legit33.com,192.168.18.24,4,False
2026-03-13T04:33:23.734581,tmp.ddns.net,192.168.44.220,20,True
2026-03-15T13:33:23.734581,legit31.com,192.168.42.93,18,False
2026-03-15T14:33:23.734581,malware1.ru,192.168.31.14,11,True
2026-03-14T10:33:23.734581,legit39.com,192.168.49.139,8,False
2026-03-17T08:33:23.734581,malware1.ru,192.168.17.211,17,True
2026-03-13T22:33:23.734581,legit32.com,192.168.44.243,12,False
2026-03-12T02:33:23.734581,x123.randomdomain.ru,192.168.18.5,20,True
2026-03-15T05:33:23.734581,legit42.com,192.168.46.8,12,False
2026-03-14T02:33:23.734581,suspicious1.com,192.168.41.144,1,True
2026-03-16T00:33:23.734581,legit14.com,192.168.18.126,11,False
2026-03-14T05:33:23.734581,suspicious1.com,192.168.19.44,19,True
2026-03-12T05:33:23.734581,legit44.com,192.168.42.196,24,False
2026-03-13T09:33:23.734581,malware1.ru,192.168.17.180,19,True
2026-03-12T16:33:23.734581,legit46.com,192.168.21.174,23,False
2026-03-16T11:33:23.734581,botnet2.xyz,192.168.34.74,23,True
2026-03-13T14:33:23.734581,legit49.com,192.168.15.175,21,False
2026-03-11T07:33:23.734581,botnet2.xyz,192.168.24.123,13,True
2026-03-14T03:33:23.734581,legit47.com,192.168.49.207,11,False
2026-03-13T14:33:23.734581,tmp.ddns.net,192.168.33.20,13,True
2026-03-12T21:33:23.734581,legit47.com,192.168.10.162,6,False
2026-03-15T11:33:23.734581,evil.com.ru,192.168.32.127,9,True
2026-03-11T17:33:23.734581,legit29.com,192.168.15.121,4,False
2026-03-12T11:33:23.734581,c2server.net,192.168.18.50,20,True
2026-03-14T10:33:23.734581,legit2.com,192.168.42.2,6,False
2026-03-10T14:33:23.734581,phish-site.cc,192.168.13.148,16,True
2026-03-15T04:33:23.734581,legit1.com,192.168.10.183,15,False
2026-03-16T20:33:23.734581,tmp.ddns.net,192.168.32.225,19,True
2026-03-14T19:33:23.734581,legit4.com,192.168.20.106,21,False
2026-03-12T18:33:23.734581,tmp.ddns.net,192.168.37.74,14,True
2026-03-13T20:33:23.734581,legit10.com,192.168.47.118,1,False
2026-03-10T14:33:23.734581,dynamic-dns.org,192.168.27.246,15,True
2026-03-10T16:33:23.734581,legit32.com,192.168.35.9,22,False
2026-03-14T18:33:23.734581,phish-site.cc,192.168.24.82,10,True
2026-03-12T05:33:23.734581,legit22.com,192.168.18.185,13,False
2026-03-16T18:33:23.734581,phish-site.cc,192.168.15.216,11,True
2026-03-15T07:33:23.734581,legit31.com,192.168.39.170,16,False
2026-03-12T12:33:23.734581,phish-site.cc,192.168.27.118,10,True
2026-03-14T17:33:23.734581,legit4.com,192.168.26.40,3,False
2026-03-13T19:33:23.734581,c2server.net,192.168.44.87,10,True
2026-03-14T23:33:23.734581,legit43.com,192.168.16.157,17,False
2026-03-12T09:33:23.734581,dynamic-dns.org,192.168.36.9,3,True
2026-03-17T08:33:23.734581,legit43.com,192.168.45.74,7,False
2026-03-14T21:33:23.734581,evil.com.ru,192.168.34.122,19,True
2026-03-12T08:33:23.734581,legit43.com,192.168.10.176,11,False
2026-03-10T23:33:23.734581,tmp.ddns.net,192.168.34.176,2,True
2026-03-15T21:33:23.734581,legit17.com,192.168.28.207,25,False
2026-03-14T10:33:23.734581,phish-site.cc,192.168.37.96,13,True
2026-03-11T19:33:23.734581,legit44.com,192.168.28.235,18,False
2026-03-12T02:33:23.734581,c2server.net,192.168.39.30,22,True
2026-03-13T04:33:23.734581,legit45.com,192.168.23.94,19,False
