Time,EventID,Description,Computer,Account,SourceIP
2026-03-14 15:33:23.734581,4625,Failed login (brute-force),DC03,user36@domain.local,192.168.29.16
2026-03-14 08:33:23.734581,4624,Suspicious login,DC05,user5@domain.local,192.168.23.139
2026-03-17 06:33:23.734581,4672,Privilege escalation,DC04,user50@domain.local,192.168.34.90
2026-03-13 02:33:23.734581,4672,Privilege escalation,DC02,user82@corp.net,192.168.43.241
2026-03-12 05:33:23.734581,4625,Failed login (brute-force),DC01,user20@domain.local,192.168.17.124
2026-03-14 14:33:23.734581,4625,Failed login (brute-force),DC03,user89@corp.net,192.168.38.17
2026-03-16 14:33:23.734581,4672,Privilege escalation,DC01,user54@corp.net,192.168.23.54
2026-03-12 09:33:23.734581,4648,RunAs explicit credentials,DC03,user45@domain.local,192.168.13.212
2026-03-10 22:33:23.734581,4625,Failed login (brute-force),DC03,user31@corp.net,192.168.49.60
2026-03-14 05:33:23.734581,4625,Failed login (brute-force),DC01,user64@domain.local,192.168.17.175
2026-03-12 12:33:23.734581,4624,Suspicious login,DC05,user26@domain.local,192.168.22.155
2026-03-16 17:33:23.734581,4625,Failed login (brute-force),DC05,user55@domain.local,192.168.15.186
2026-03-11 14:33:23.734581,4625,Failed login (brute-force),DC01,user91@corp.net,192.168.44.18
2026-03-12 00:33:23.734581,4719,Audit policy change,DC02,user97@domain.local,192.168.24.175
2026-03-15 10:33:23.734581,4673,Privileged service call,DC03,user79@corp.net,192.168.22.206
2026-03-14 03:33:23.734581,4719,Audit policy change,DC05,user44@domain.local,192.168.26.70
2026-03-11 21:33:23.734581,4768,Kerberos TGT request,DC02,user87@corp.net,192.168.28.45
2026-03-14 17:33:23.734581,4625,Failed login (brute-force),DC04,user15@domain.local,192.168.31.68
2026-03-13 03:33:23.734581,4719,Audit policy change,DC04,user3@corp.net,192.168.27.2
2026-03-14 17:33:23.734581,4625,Failed login (brute-force),DC01,user22@corp.net,192.168.22.86
2026-03-14 16:33:23.734581,4625,Failed login (brute-force),DC04,user97@domain.local,192.168.42.212
2026-03-15 21:33:23.734581,4624,Suspicious login,DC05,user94@domain.local,192.168.16.46
2026-03-14 10:33:23.734581,4719,Audit policy change,DC04,user90@corp.net,192.168.44.82
2026-03-16 16:33:23.734581,4625,Failed login (brute-force),DC01,user37@domain.local,192.168.35.7
2026-03-14 02:33:23.734581,4672,Privilege escalation,DC01,user60@corp.net,192.168.27.60
2026-03-16 11:33:23.734581,4672,Privilege escalation,DC02,user24@corp.net,192.168.10.85
2026-03-15 12:33:23.734581,1102,Security log cleared,DC04,user15@domain.local,192.168.37.77
2026-03-14 10:33:23.734581,4672,Privilege escalation,DC05,user24@corp.net,192.168.10.108
2026-03-15 16:33:23.734581,4625,Failed login (brute-force),DC03,user20@corp.net,192.168.49.71
2026-03-13 06:33:23.734581,4624,Suspicious login,DC05,user56@corp.net,192.168.23.31
2026-03-14 09:33:23.734581,4625,Failed login (brute-force),DC05,user46@corp.net,192.168.38.17
2026-03-17 05:33:23.734581,4672,Privilege escalation,DC05,user38@corp.net,192.168.16.136
2026-03-14 02:33:23.734581,4624,Suspicious login,DC01,user64@domain.local,192.168.41.22
2026-03-11 05:33:23.734581,4624,Suspicious login,DC03,user34@domain.local,192.168.16.14
2026-03-17 06:33:23.734581,4672,Privilege escalation,DC02,user24@domain.local,192.168.39.43
2026-03-15 14:33:23.734581,4625,Failed login (brute-force),DC05,user8@domain.local,192.168.37.165
2026-03-14 14:33:23.734581,4672,Privilege escalation,DC02,user94@domain.local,192.168.45.103
2026-03-13 02:33:23.734581,4672,Privilege escalation,DC02,user42@domain.local,192.168.25.249
2026-03-17 05:33:23.734581,4625,Failed login (brute-force),DC05,user53@domain.local,192.168.11.232
2026-03-15 21:33:23.734581,4625,Failed login (brute-force),DC03,user54@corp.net,192.168.16.92
2026-03-15 16:33:23.734581,4674,SID history added,DC02,user54@domain.local,192.168.45.20
2026-03-12 15:33:23.734581,4625,Failed login (brute-force),DC05,user58@corp.net,192.168.29.249
2026-03-13 06:33:23.734581,4672,Privilege escalation,DC05,user77@domain.local,192.168.10.248
2026-03-14 18:33:23.734581,4624,Suspicious login,DC01,user24@corp.net,192.168.42.149
2026-03-12 17:33:23.734581,4672,Privilege escalation,DC04,user51@corp.net,192.168.28.174
2026-03-11 03:33:23.734581,4625,Failed login (brute-force),DC02,user41@domain.local,192.168.23.123
2026-03-13 21:33:23.734581,4719,Audit policy change,DC03,user34@corp.net,192.168.28.113
2026-03-10 13:33:23.734581,4648,RunAs explicit credentials,DC05,user28@corp.net,192.168.24.224
2026-03-14 03:33:23.734581,4719,Audit policy change,DC03,user70@corp.net,192.168.40.76
2026-03-14 07:33:23.734581,1102,Security log cleared,DC05,user32@domain.local,192.168.13.167
2026-03-15 15:33:23.734581,4625,Failed login (brute-force),DC02,user7@domain.local,192.168.41.63
2026-03-16 17:33:23.734581,4648,RunAs explicit credentials,DC02,user6@domain.local,192.168.23.133
2026-03-14 21:33:23.734581,4648,RunAs explicit credentials,DC05,user43@domain.local,192.168.50.137
2026-03-10 18:33:23.734581,4672,Privilege escalation,DC05,user56@corp.net,192.168.21.236
2026-03-15 02:33:23.734581,4625,Failed login (brute-force),DC04,user19@corp.net,192.168.44.76
2026-03-11 15:33:23.734581,4624,Suspicious login,DC04,user77@domain.local,192.168.24.100
2026-03-11 06:33:23.734581,4625,Failed login (brute-force),DC05,user73@domain.local,192.168.28.131
2026-03-13 14:33:23.734581,4625,Failed login (brute-force),DC05,user64@domain.local,192.168.29.113
2026-03-15 16:33:23.734581,1102,Security log cleared,DC04,user24@domain.local,192.168.39.32
2026-03-13 21:33:23.734581,4625,Failed login (brute-force),DC02,user75@corp.net,192.168.20.203
2026-03-10 14:33:23.734581,4625,Failed login (brute-force),DC05,user53@domain.local,192.168.10.86
2026-03-15 12:33:23.734581,4672,Privilege escalation,DC05,user97@domain.local,192.168.12.158
2026-03-11 06:33:23.734581,4624,Suspicious login,DC02,user79@domain.local,192.168.14.65
2026-03-14 06:33:23.734581,4648,RunAs explicit credentials,DC02,user44@domain.local,192.168.37.212
2026-03-11 13:33:23.734581,4672,Privilege escalation,DC03,user2@corp.net,192.168.32.252
2026-03-13 16:33:23.734581,4625,Failed login (brute-force),DC04,user56@domain.local,192.168.49.144
2026-03-12 14:33:23.734581,4624,Suspicious login,DC01,user88@domain.local,192.168.42.156
2026-03-13 01:33:23.734581,4672,Privilege escalation,DC01,user57@domain.local,192.168.45.28
2026-03-15 05:33:23.734581,4625,Failed login (brute-force),DC03,user80@domain.local,192.168.23.97
2026-03-13 12:33:23.734581,4625,Failed login (brute-force),DC01,user41@corp.net,192.168.25.255
2026-03-17 06:33:23.734581,4624,Suspicious login,DC04,user40@corp.net,192.168.20.248
2026-03-14 13:33:23.734581,4672,Privilege escalation,DC01,user89@corp.net,192.168.49.15
2026-03-10 22:33:23.734581,4625,Failed login (brute-force),DC04,user82@domain.local,192.168.13.208
2026-03-13 11:33:23.734581,4672,Privilege escalation,DC02,user77@domain.local,192.168.13.137
2026-03-10 16:33:23.734581,4719,Audit policy change,DC03,user10@domain.local,192.168.14.110
2026-03-16 16:33:23.734581,4624,Suspicious login,DC03,user17@domain.local,192.168.21.166
2026-03-15 11:33:23.734581,4719,Audit policy change,DC02,user34@domain.local,192.168.32.124
2026-03-12 15:33:23.734581,4624,Suspicious login,DC01,user57@domain.local,192.168.10.183
2026-03-16 21:33:23.734581,4648,RunAs explicit credentials,DC02,user55@corp.net,192.168.32.47
2026-03-15 04:33:23.734581,4625,Failed login (brute-force),DC04,user28@domain.local,192.168.35.249
2026-03-13 02:33:23.734581,4624,Suspicious login,DC05,user91@corp.net,192.168.12.167
2026-03-15 09:33:23.734581,4625,Failed login (brute-force),DC04,user14@domain.local,192.168.12.130
2026-03-17 02:33:23.734581,4719,Audit policy change,DC04,user52@corp.net,192.168.14.29
2026-03-15 08:33:23.734581,4648,RunAs explicit credentials,DC02,user94@corp.net,192.168.41.32
2026-03-15 16:33:23.734581,4625,Failed login (brute-force),DC03,user59@domain.local,192.168.38.150
2026-03-17 00:33:23.734581,4624,Suspicious login,DC04,user9@domain.local,192.168.39.61
2026-03-15 03:33:23.734581,4624,Suspicious login,DC04,user27@corp.net,192.168.21.141
2026-03-16 02:33:23.734581,4624,Suspicious login,DC03,user37@domain.local,192.168.41.105
2026-03-17 09:33:23.734581,4624,Suspicious login,DC04,user20@corp.net,192.168.50.78
2026-03-17 10:33:23.734581,4672,Privilege escalation,DC03,user36@corp.net,192.168.46.98
2026-03-14 23:33:23.734581,4719,Audit policy change,DC01,user62@domain.local,192.168.50.113
2026-03-10 10:33:23.734581,4624,Suspicious login,DC04,user49@domain.local,192.168.50.121
2026-03-16 04:33:23.734581,4624,Suspicious login,DC01,user15@domain.local,192.168.48.250
2026-03-12 04:33:23.734581,4625,Failed login (brute-force),DC01,user26@domain.local,192.168.20.61
2026-03-16 21:33:23.734581,4648,RunAs explicit credentials,DC03,user31@domain.local,192.168.49.5
2026-03-14 23:33:23.734581,4624,Suspicious login,DC01,user13@domain.local,192.168.42.182
2026-03-16 20:33:23.734581,4672,Privilege escalation,DC04,user98@corp.net,192.168.49.123
2026-03-15 16:33:23.734581,4672,Privilege escalation,DC04,user78@corp.net,192.168.15.26
2026-03-15 08:33:23.734581,4625,Failed login (brute-force),DC03,user73@domain.local,192.168.41.197
2026-03-15 10:33:23.734581,4625,Failed login (brute-force),DC05,user73@corp.net,192.168.41.79
2026-03-11 23:33:23.734581,4625,Failed login (brute-force),DC03,user90@domain.local,192.168.16.175
2026-03-16 02:33:23.734581,4624,Suspicious login,DC04,user31@corp.net,192.168.28.175
2026-03-16 02:33:23.734581,4674,SID history added,DC01,user86@domain.local,192.168.28.124
2026-03-12 14:33:23.734581,4648,RunAs explicit credentials,DC03,user45@corp.net,192.168.14.233
2026-03-11 22:33:23.734581,4625,Failed login (brute-force),DC05,user43@corp.net,192.168.25.31
2026-03-10 23:33:23.734581,4673,Privileged service call,DC04,user42@domain.local,192.168.44.134
2026-03-11 08:33:23.734581,4624,Suspicious login,DC05,user42@domain.local,192.168.19.3
2026-03-12 06:33:23.734581,4673,Privileged service call,DC04,user94@corp.net,192.168.48.59
2026-03-11 22:33:23.734581,4672,Privilege escalation,DC02,user99@corp.net,192.168.29.174
2026-03-13 14:33:23.734581,4648,RunAs explicit credentials,DC02,user86@domain.local,192.168.38.248
2026-03-17 01:33:23.734581,4672,Privilege escalation,DC05,user81@domain.local,192.168.13.2
2026-03-10 11:33:23.734581,4624,Suspicious login,DC05,user78@corp.net,192.168.25.68
2026-03-11 10:33:23.734581,4624,Suspicious login,DC01,user22@corp.net,192.168.23.47
2026-03-14 20:33:23.734581,4672,Privilege escalation,DC05,user16@corp.net,192.168.50.28
2026-03-16 07:33:23.734581,4625,Failed login (brute-force),DC04,user93@corp.net,192.168.28.240
2026-03-10 18:33:23.734581,4672,Privilege escalation,DC02,user34@corp.net,192.168.31.66
2026-03-16 11:33:23.734581,4719,Audit policy change,DC03,user75@domain.local,192.168.27.222
2026-03-11 01:33:23.734581,4625,Failed login (brute-force),DC03,user47@corp.net,192.168.21.151
2026-03-12 12:33:23.734581,4719,Audit policy change,DC03,user60@domain.local,192.168.33.71
2026-03-11 04:33:23.734581,1102,Security log cleared,DC04,user71@corp.net,192.168.18.156
2026-03-13 10:33:23.734581,4625,Failed login (brute-force),DC05,user3@domain.local,192.168.32.94
2026-03-14 11:33:23.734581,4672,Privilege escalation,DC04,user38@domain.local,192.168.49.58
2026-03-15 19:33:23.734581,4648,RunAs explicit credentials,DC04,user21@domain.local,192.168.17.177
2026-03-14 20:33:23.734581,4719,Audit policy change,DC01,user16@domain.local,192.168.17.164
2026-03-13 19:33:23.734581,4624,Suspicious login,DC04,user4@domain.local,192.168.24.238
2026-03-10 11:33:23.734581,4625,Failed login (brute-force),DC03,user99@domain.local,192.168.13.1
2026-03-10 15:33:23.734581,4719,Audit policy change,DC01,user53@corp.net,192.168.31.66
2026-03-16 16:33:23.734581,4672,Privilege escalation,DC05,user70@corp.net,192.168.14.12
2026-03-16 20:33:23.734581,4624,Suspicious login,DC05,user98@corp.net,192.168.23.238
2026-03-11 14:33:23.734581,4672,Privilege escalation,DC03,user53@domain.local,192.168.49.18
2026-03-14 00:33:23.734581,4672,Privilege escalation,DC05,user100@corp.net,192.168.45.158
2026-03-11 04:33:23.734581,4672,Privilege escalation,DC03,user35@corp.net,192.168.32.22
2026-03-15 13:33:23.734581,1102,Security log cleared,DC04,user25@domain.local,192.168.16.176
2026-03-12 16:33:23.734581,4624,Suspicious login,DC05,user62@domain.local,192.168.30.159
2026-03-16 00:33:23.734581,1102,Security log cleared,DC05,user60@corp.net,192.168.32.225
2026-03-14 05:33:23.734581,4624,Suspicious login,DC05,user37@domain.local,192.168.35.11
2026-03-12 18:33:23.734581,4624,Suspicious login,DC05,user43@corp.net,192.168.39.57
2026-03-11 06:33:23.734581,4672,Privilege escalation,DC05,user3@domain.local,192.168.50.152
2026-03-16 00:33:23.734581,4672,Privilege escalation,DC03,user98@domain.local,192.168.42.220
2026-03-13 15:33:23.734581,4624,Suspicious login,DC03,user24@domain.local,192.168.50.207
2026-03-17 07:33:23.734581,4625,Failed login (brute-force),DC02,user26@domain.local,192.168.40.95
2026-03-14 15:33:23.734581,4672,Privilege escalation,DC05,user76@domain.local,192.168.26.27
2026-03-15 21:33:23.734581,4673,Privileged service call,DC04,user95@corp.net,192.168.27.52
2026-03-11 00:33:23.734581,1102,Security log cleared,DC01,user1@domain.local,192.168.40.147
2026-03-11 12:33:23.734581,4719,Audit policy change,DC01,user93@corp.net,192.168.32.100
2026-03-14 22:33:23.734581,4768,Kerberos TGT request,DC04,user8@corp.net,192.168.31.5
2026-03-14 17:33:23.734581,4624,Suspicious login,DC05,user98@domain.local,192.168.45.237
2026-03-13 03:33:23.734581,4624,Suspicious login,DC02,user44@domain.local,192.168.27.248
2026-03-16 02:33:23.734581,4768,Kerberos TGT request,DC04,user44@corp.net,192.168.27.156
2026-03-15 01:33:23.734581,4624,Suspicious login,DC01,user4@domain.local,192.168.28.129
2026-03-16 09:33:23.734581,4624,Suspicious login,DC02,user28@domain.local,192.168.29.85
2026-03-10 19:33:23.734581,4625,Failed login (brute-force),DC04,user51@domain.local,192.168.21.201
2026-03-11 21:33:23.734581,4625,Failed login (brute-force),DC02,user78@corp.net,192.168.42.100
2026-03-12 00:33:23.734581,4625,Failed login (brute-force),DC05,user71@domain.local,192.168.35.41
2026-03-13 03:33:23.734581,4674,SID history added,DC04,user45@corp.net,192.168.42.217
2026-03-15 15:33:23.734581,4672,Privilege escalation,DC01,user23@corp.net,192.168.11.87
2026-03-13 00:33:23.734581,4625,Failed login (brute-force),DC05,user79@corp.net,192.168.46.200
2026-03-15 13:33:23.734581,4625,Failed login (brute-force),DC05,user26@corp.net,192.168.28.64
2026-03-11 04:33:23.734581,4624,Suspicious login,DC02,user50@corp.net,192.168.48.97
2026-03-12 02:33:23.734581,4624,Suspicious login,DC05,user92@domain.local,192.168.40.134
2026-03-13 18:33:23.734581,4625,Failed login (brute-force),DC05,user48@domain.local,192.168.35.78
2026-03-12 06:33:23.734581,4672,Privilege escalation,DC04,user91@domain.local,192.168.20.195
2026-03-14 11:33:23.734581,4624,Suspicious login,DC04,user36@domain.local,192.168.49.13
2026-03-12 21:33:23.734581,1102,Security log cleared,DC01,user86@corp.net,192.168.44.237
2026-03-13 04:33:23.734581,4624,Suspicious login,DC04,user52@corp.net,192.168.33.181
2026-03-11 01:33:23.734581,4673,Privileged service call,DC01,user40@corp.net,192.168.29.24
2026-03-15 07:33:23.734581,4624,Suspicious login,DC04,user66@corp.net,192.168.47.246
2026-03-16 11:33:23.734581,4719,Audit policy change,DC04,user63@domain.local,192.168.32.8
2026-03-12 11:33:23.734581,4625,Failed login (brute-force),DC05,user99@corp.net,192.168.26.212
2026-03-10 13:33:23.734581,4672,Privilege escalation,DC01,user33@corp.net,192.168.34.246
2026-03-10 13:33:23.734581,4625,Failed login (brute-force),DC04,user45@corp.net,192.168.14.240
2026-03-15 10:33:23.734581,4624,Suspicious login,DC02,user100@corp.net,192.168.26.169
2026-03-14 01:33:23.734581,4719,Audit policy change,DC02,user93@domain.local,192.168.48.92
2026-03-12 18:33:23.734581,4672,Privilege escalation,DC03,user20@corp.net,192.168.48.241
2026-03-16 19:33:23.734581,4672,Privilege escalation,DC05,user58@corp.net,192.168.34.228
2026-03-12 12:33:23.734581,4625,Failed login (brute-force),DC03,user41@domain.local,192.168.21.50
2026-03-16 13:33:23.734581,4624,Suspicious login,DC01,user61@domain.local,192.168.24.74
2026-03-10 10:33:23.734581,4624,Suspicious login,DC03,user67@corp.net,192.168.22.169
2026-03-10 13:33:23.734581,4625,Failed login (brute-force),DC03,user20@corp.net,192.168.28.10
2026-03-10 13:33:23.734581,1102,Security log cleared,DC05,user28@corp.net,192.168.38.253
2026-03-11 08:33:23.734581,4672,Privilege escalation,DC02,user22@corp.net,192.168.17.143
2026-03-15 08:33:23.734581,4624,Suspicious login,DC04,user68@corp.net,192.168.40.106
2026-03-14 13:33:23.734581,4672,Privilege escalation,DC02,user34@corp.net,192.168.10.37
2026-03-12 01:33:23.734581,4672,Privilege escalation,DC04,user83@domain.local,192.168.50.40
2026-03-12 06:33:23.734581,1102,Security log cleared,DC02,user69@corp.net,192.168.12.32
2026-03-11 12:33:23.734581,4624,Suspicious login,DC05,user63@corp.net,192.168.26.113
2026-03-16 01:33:23.734581,4648,RunAs explicit credentials,DC04,user27@domain.local,192.168.11.129
2026-03-16 22:33:23.734581,4624,Suspicious login,DC04,user92@corp.net,192.168.50.16
2026-03-14 16:33:23.734581,4625,Failed login (brute-force),DC03,user78@domain.local,192.168.31.45
2026-03-16 12:33:23.734581,4625,Failed login (brute-force),DC01,user45@corp.net,192.168.47.237
2026-03-10 19:33:23.734581,4672,Privilege escalation,DC02,user3@domain.local,192.168.31.146
2026-03-12 01:33:23.734581,4672,Privilege escalation,DC03,user10@corp.net,192.168.47.219
2026-03-16 00:33:23.734581,4624,Suspicious login,DC02,user17@corp.net,192.168.35.1
2026-03-16 20:33:23.734581,4625,Failed login (brute-force),DC05,user98@domain.local,192.168.16.83
2026-03-12 20:33:23.734581,4625,Failed login (brute-force),DC05,user56@domain.local,192.168.20.81
2026-03-10 13:33:23.734581,4625,Failed login (brute-force),DC03,user42@corp.net,192.168.45.56
2026-03-10 12:33:23.734581,4672,Privilege escalation,DC04,user74@corp.net,192.168.41.190
2026-03-11 14:33:23.734581,4719,Audit policy change,DC03,user22@corp.net,192.168.16.247
2026-03-14 08:33:23.734581,4624,Suspicious login,DC05,user26@domain.local,192.168.50.182
2026-03-17 03:33:23.734581,4625,Failed login (brute-force),DC05,user76@corp.net,192.168.28.100
2026-03-10 21:33:23.734581,4624,Suspicious login,DC05,user28@corp.net,192.168.36.193
2026-03-10 13:33:23.734581,4672,Privilege escalation,DC04,user21@corp.net,192.168.32.108
2026-03-11 18:33:23.734581,4648,RunAs explicit credentials,DC02,user41@corp.net,192.168.23.118
2026-03-16 03:33:23.734581,4625,Failed login (brute-force),DC01,user19@corp.net,192.168.14.120
2026-03-15 04:33:23.734581,4625,Failed login (brute-force),DC03,user26@corp.net,192.168.26.54
2026-03-15 09:33:23.734581,4648,RunAs explicit credentials,DC05,user62@corp.net,192.168.10.13
2026-03-14 22:33:23.734581,4719,Audit policy change,DC04,user29@domain.local,192.168.41.81
2026-03-16 20:33:23.734581,4625,Failed login (brute-force),DC03,user100@domain.local,192.168.39.176
2026-03-12 13:33:23.734581,4719,Audit policy change,DC05,user31@domain.local,192.168.29.116
2026-03-15 11:33:23.734581,4672,Privilege escalation,DC05,user87@corp.net,192.168.39.80
2026-03-12 04:33:23.734581,4624,Suspicious login,DC04,user55@domain.local,192.168.38.139
2026-03-14 06:33:23.734581,4625,Failed login (brute-force),DC03,user15@corp.net,192.168.19.53
2026-03-14 10:33:23.734581,4625,Failed login (brute-force),DC01,user69@corp.net,192.168.28.193
2026-03-11 18:33:23.734581,4719,Audit policy change,DC05,user43@corp.net,192.168.23.169
2026-03-15 04:33:23.734581,1102,Security log cleared,DC03,user7@corp.net,192.168.27.5
2026-03-13 23:33:23.734581,4673,Privileged service call,DC05,user72@corp.net,192.168.31.129
2026-03-13 05:33:23.734581,4625,Failed login (brute-force),DC03,user90@corp.net,192.168.45.58
2026-03-14 11:33:23.734581,4625,Failed login (brute-force),DC03,user60@corp.net,192.168.30.98
2026-03-12 17:33:23.734581,4624,Suspicious login,DC01,user78@corp.net,192.168.20.116
2026-03-17 05:33:23.734581,4625,Failed login (brute-force),DC04,user95@corp.net,192.168.29.68
2026-03-15 11:33:23.734581,4719,Audit policy change,DC04,user25@corp.net,192.168.48.54
2026-03-16 01:33:23.734581,4625,Failed login (brute-force),DC01,user97@domain.local,192.168.34.129
2026-03-10 13:33:23.734581,4719,Audit policy change,DC04,user86@corp.net,192.168.41.27
2026-03-14 05:33:23.734581,4672,Privilege escalation,DC04,user47@corp.net,192.168.46.79
2026-03-14 21:33:23.734581,4624,Suspicious login,DC04,user37@domain.local,192.168.29.66
2026-03-16 11:33:23.734581,4625,Failed login (brute-force),DC01,user67@corp.net,192.168.16.132
2026-03-15 08:33:23.734581,4625,Failed login (brute-force),DC01,user51@corp.net,192.168.28.182
2026-03-14 00:33:23.734581,4673,Privileged service call,DC03,user94@domain.local,192.168.15.119
2026-03-15 10:33:23.734581,4672,Privilege escalation,DC02,user76@corp.net,192.168.30.84
2026-03-11 18:33:23.734581,5145,Network share access,DC02,user59@domain.local,192.168.40.185
2026-03-13 12:33:23.734581,4625,Failed login (brute-force),DC01,user48@corp.net,192.168.18.200
2026-03-11 08:33:23.734581,4672,Privilege escalation,DC02,user53@domain.local,192.168.10.110
2026-03-11 18:33:23.734581,4625,Failed login (brute-force),DC04,user56@corp.net,192.168.33.68
2026-03-12 23:33:23.734581,4672,Privilege escalation,DC02,user22@domain.local,192.168.26.55
2026-03-10 18:33:23.734581,4719,Audit policy change,DC02,user61@domain.local,192.168.29.158
2026-03-12 17:33:23.734581,4648,RunAs explicit credentials,DC02,user53@domain.local,192.168.47.121
2026-03-15 22:33:23.734581,4719,Audit policy change,DC05,user19@corp.net,192.168.21.26
2026-03-13 09:33:23.734581,4625,Failed login (brute-force),DC02,user1@corp.net,192.168.32.98
2026-03-13 07:33:23.734581,4768,Kerberos TGT request,DC05,user73@corp.net,192.168.12.63
2026-03-14 16:33:23.734581,4719,Audit policy change,DC01,user48@domain.local,192.168.50.225
2026-03-16 03:33:23.734581,4672,Privilege escalation,DC02,user65@domain.local,192.168.45.255
2026-03-17 10:33:23.734581,1102,Security log cleared,DC02,user28@corp.net,192.168.21.97
2026-03-11 03:33:23.734581,4625,Failed login (brute-force),DC02,user69@corp.net,192.168.28.72
2026-03-12 17:33:23.734581,4624,Suspicious login,DC03,user99@domain.local,192.168.27.194
2026-03-11 12:33:23.734581,4672,Privilege escalation,DC02,user26@domain.local,192.168.28.215
2026-03-13 04:33:23.734581,4625,Failed login (brute-force),DC01,user92@domain.local,192.168.10.249
2026-03-11 19:33:23.734581,4625,Failed login (brute-force),DC05,user1@corp.net,192.168.49.165
2026-03-17 07:33:23.734581,5145,Network share access,DC02,user65@domain.local,192.168.46.160
2026-03-13 03:33:23.734581,4625,Failed login (brute-force),DC05,user85@domain.local,192.168.41.110
2026-03-11 19:33:23.734581,4625,Failed login (brute-force),DC04,user66@corp.net,192.168.39.238
2026-03-15 15:33:23.734581,4625,Failed login (brute-force),DC04,user44@corp.net,192.168.39.107
2026-03-12 12:33:23.734581,4673,Privileged service call,DC04,user77@corp.net,192.168.21.154
2026-03-10 21:33:23.734581,4672,Privilege escalation,DC03,user73@corp.net,192.168.19.88
2026-03-13 12:33:23.734581,4672,Privilege escalation,DC03,user37@domain.local,192.168.32.159
2026-03-13 13:33:23.734581,4625,Failed login (brute-force),DC05,user48@domain.local,192.168.11.147
2026-03-15 15:33:23.734581,4719,Audit policy change,DC04,user97@corp.net,192.168.38.251
2026-03-12 15:33:23.734581,1102,Security log cleared,DC04,user100@domain.local,192.168.39.247
2026-03-16 12:33:23.734581,4624,Suspicious login,DC05,user43@corp.net,192.168.38.67
2026-03-11 13:33:23.734581,4625,Failed login (brute-force),DC02,user61@domain.local,192.168.18.194
2026-03-12 09:33:23.734581,4625,Failed login (brute-force),DC04,user18@corp.net,192.168.27.224
2026-03-17 10:33:23.734581,4719,Audit policy change,DC02,user81@corp.net,192.168.33.238
2026-03-14 23:33:23.734581,4648,RunAs explicit credentials,DC01,user81@corp.net,192.168.22.68
2026-03-14 23:33:23.734581,4674,SID history added,DC02,user43@corp.net,192.168.33.124
2026-03-10 12:33:23.734581,4672,Privilege escalation,DC01,user58@domain.local,192.168.39.10
2026-03-15 15:33:23.734581,4672,Privilege escalation,DC04,user59@corp.net,192.168.21.248
2026-03-16 18:33:23.734581,4625,Failed login (brute-force),DC05,user60@corp.net,192.168.30.71
2026-03-12 14:33:23.734581,4624,Suspicious login,DC04,user65@domain.local,192.168.37.190
2026-03-15 05:33:23.734581,4625,Failed login (brute-force),DC04,user70@corp.net,192.168.30.135
2026-03-12 19:33:23.734581,4625,Failed login (brute-force),DC03,user31@corp.net,192.168.29.83
2026-03-14 02:33:23.734581,4625,Failed login (brute-force),DC02,user74@domain.local,192.168.23.226
2026-03-14 14:33:23.734581,4624,Suspicious login,DC02,user21@domain.local,192.168.15.85
2026-03-12 07:33:23.734581,4624,Suspicious login,DC01,user21@corp.net,192.168.11.23
2026-03-10 15:33:23.734581,4719,Audit policy change,DC05,user27@domain.local,192.168.17.131
2026-03-16 04:33:23.734581,5145,Network share access,DC01,user59@corp.net,192.168.32.25
2026-03-11 02:33:23.734581,4625,Failed login (brute-force),DC04,user13@corp.net,192.168.30.44
2026-03-13 15:33:23.734581,4625,Failed login (brute-force),DC05,user33@domain.local,192.168.19.131
2026-03-13 06:33:23.734581,4648,RunAs explicit credentials,DC05,user21@corp.net,192.168.35.72
2026-03-12 13:33:23.734581,4672,Privilege escalation,DC05,user37@domain.local,192.168.29.188
2026-03-17 07:33:23.734581,4624,Suspicious login,DC02,user55@domain.local,192.168.50.82
2026-03-11 04:33:23.734581,4625,Failed login (brute-force),DC04,user3@domain.local,192.168.42.203
2026-03-16 06:33:23.734581,4719,Audit policy change,DC05,user29@domain.local,192.168.15.77
2026-03-13 07:33:23.734581,4672,Privilege escalation,DC02,user8@corp.net,192.168.34.33
2026-03-14 07:33:23.734581,4719,Audit policy change,DC02,user83@domain.local,192.168.39.5
2026-03-10 19:33:23.734581,4672,Privilege escalation,DC01,user97@domain.local,192.168.20.127
2026-03-10 20:33:23.734581,4719,Audit policy change,DC03,user53@domain.local,192.168.26.94
2026-03-10 10:33:23.734581,4625,Failed login (brute-force),DC05,user100@domain.local,192.168.46.69
2026-03-17 06:33:23.734581,4673,Privileged service call,DC05,user68@corp.net,192.168.32.89
2026-03-13 17:33:23.734581,5145,Network share access,DC02,user12@domain.local,192.168.19.192
2026-03-14 22:33:23.734581,5145,Network share access,DC02,user23@domain.local,192.168.42.156
2026-03-10 12:33:23.734581,1102,Security log cleared,DC02,user95@corp.net,192.168.49.233
2026-03-13 15:33:23.734581,4624,Suspicious login,DC03,user28@corp.net,192.168.37.202
2026-03-16 14:33:23.734581,4672,Privilege escalation,DC05,user6@domain.local,192.168.36.148
2026-03-16 14:33:23.734581,4624,Suspicious login,DC05,user50@corp.net,192.168.48.16
2026-03-13 00:33:23.734581,4648,RunAs explicit credentials,DC03,user39@domain.local,192.168.13.73
2026-03-13 04:33:23.734581,4672,Privilege escalation,DC01,user77@domain.local,192.168.24.240
